nombre,apodo,profesion,categoria
nathalie claudia nicloux navarrete,N/A,actriz;comediante,entretenimiento
alberto noya sanmartin,tuerquita,payaso,N/A
oscar olavarria araya,N/A,actor;cantante;actor de television,entretenimiento
pablo zamora,N/A,humorista,entretenimiento
kurt carrera,N/A,humorista,entretenimiento
myriam isabel palacios pina,N/A,actriz;comediante,entretenimiento
jorge arnaldo pedreros aviles,chino pedreros,comediante;compositor de canciones;musico;cantante;guionista;actor de television,entretenimiento
jose pelayo perez,N/A,escritor;humorista;guionista;comediante;videoartista;cuentacuentos;y estudioso de la teoria;aplicacion del humor,entretenimiento
maria jose quiroz prado,N/A,actor;comediante,entretenimiento
pio eduardo apolo ravani vergara,N/A,periodista;realizador de television,periodismo
andres rillon,N/A,actor;abogado;actor de television,entretenimiento
gladys yolanda del rio uribe,N/A,actriz;comediante,entretenimiento
gonzalo eduardo robles garcia,N/A,actor;politico,politica
jorge pantaleon romero donoso,firulete,humorista,entretenimiento
ernesto horacio ruiz jones,el tufo,humorista;comediante,entretenimiento
pedro humberto ruminot araneda,N/A,comediante;guionista;locutor,entretenimiento
alvaro reinaldo salas carvajal,el re,humorista;presentador de television,entretenimiento
paloma salas,N/A,comediante;actriz;locutora radial;guionista,entretenimiento
rodrigo salvador salinas marambio,echopico,dibujante;ilustrador;guionista;comico,N/A
paula san martin,N/A,comediante;podcaster;educadora,entretenimiento
luis alberto slimming castillo,don comedia,comediante;guionista,entretenimiento
ignacio socias,N/A,comediante;podcaster,entretenimiento
pepe tapia,pepe tapia,comediante;artista de circo,entretenimiento
eduardo garcia munoz,eduardo thompson,humorista,entretenimiento
waldo patricio torres flores,N/A,actor;comediante;locutor de radio,entretenimiento
paola troncoso,N/A,actriz;comediante,entretenimiento
diego ignacio urrutia barra,N/A,comediante;influencer;tiktoker,entretenimiento
natalia carolina valdebenito gonzalez,N/A,comediante en vivo;actriz;difusora,entretenimiento
brigitte yasmin valdes briceno,ya,actriz de cine;television;teatrobailarinamodelocantantecomediante,entretenimiento
claudio arturo valenzuela contreras,N/A,actor;comediante,entretenimiento
paul vasquez,el flaco,comediante,entretenimiento
helvecia viera,N/A,actriz,entretenimiento
jose daniel vilches rojas,N/A,humorista,entretenimiento
andres daniel gonzalez bravo,willy sabor,cantante,entretenimiento
manuel blanco encalada,N/A,marino;politico;presidente,politica
agustín eyzaguirre arechavala,N/A,abogado;politico;presidente,politica
ramón freire serrano,N/A,militar;politico;presidente,politica
francisco antonio pinto díaz,N/A,politico;presidente,politica
josé joaquín prieto vial,N/A,militar;politico;presidente,politica
manuel bulnes prieto,N/A,militar;politico;presidente,politica
manuel montt torres,N/A,abogado;politico;presidente,politica
josé joaquín pérez mascayano,N/A,abogado;politico;presidente,politica
federico errázuriz zañartu,N/A,abogado;politico;presidente,politica
aníbal pinto garmendia,N/A,abogado;politico;presidente,politica
domingo santa maría gonzález,N/A,abogado;politico;presidente,politica
josé manuel balmaceda fernández,N/A,abogado;politico;presidente,politica
jorge montt álvarez,N/A,marino;politico;presidente,politica
federico errázuriz echaurren,N/A,abogado;politico;presidente,politica
germán riesco errázuriz,N/A,abogado;politico;presidente,politica
pedro montt montt,N/A,abogado;politico;presidente,politica
emiliano figueroa larraín,N/A,abogado;politico;presidente,politica
ramón barros luco,N/A,abogado;politico;presidente,politica
juan luis sanfuentes andonaegui,N/A,abogado;politico;presidente,politica
arturo alessandri palma,N/A,abogado;politico;presidente,politica
carlos ibáñez del campo,N/A,militar;politico;presidente,politica
pedro aguirre cerda,N/A,abogado;politico;presidente,politica
gabriel gonzález videla,N/A,abogado;politico;presidente,politica
salvador allende gossens,N/A,medico;politico;presidente,politica
augusto pinochet ugarte,N/A,militar;politico;presidente,politica
patricio aylwin azócar,N/A,abogado;politico;presidente,politica
eduardo frei ruiztagle,N/A,ingeniero;politico;presidente,politica
michelle bachelet jeria,N/A,médica;politica;presidenta,politica
sebastián piñera echeñique,N/A,economista;politico;presidente,politica
gabriel boric font,N/A,politico;activista;presidente,politica
hector alejandro barria angulo,N/A,politico;administracion publica,politica
jorge del pozo pastene,N/A,ingeniero en administracion de empresas,N/A
pedro jose del real daza,N/A,abogado;agricultor;politico,politica
maria eugenia hormazabal,N/A,politica,N/A
evaldo klein doerner,N/A,contador,N/A
carlos lopez vega,N/A,empresario;politico,politica
gervoy amador paredes rojas,N/A,politico,politica
jorge prieto letelier,N/A,politico,politica
raul schifferli diaz,N/A,politico,politica
rodrigo hermosilla gatica,N/A,politico,politica
alfonso rodriguez del rio,N/A,empresario;politico,politica
bernardo timmermann,N/A,fotografo;montanero;espia;politico,politica
javiera toledo munoz,javi toledo,politica;matrona,N/A
blanca ester valderas garrido,N/A,activista social;politica,N/A
carla amtmann,N/A,profesora de historia;activista;economista,ciencia
mirenchu beitia,N/A,administradora publica,N/A
monica calcutta stormenzan,N/A,abogado,N/A
alicia canas zanartu,N/A,politica;suffragette;alcaldesa,politica
rebeca cofre,N/A,politica,N/A
graciela contreras,N/A,politica,N/A
marcelina cortes,N/A,profesora,ciencia
nora cuevas,N/A,politica,N/A
josefa errazuriz,N/A,politica,N/A
fresia escobar,N/A,profesora;politica,ciencia
eugenia garrido,kena garrido,historiadora,N/A
maria olivia gazmuri,N/A,sociologa;politica,N/A
dina gutierrez salazar,N/A,tecnica agricola;empresaria;politica.,N/A
iraci hassler,N/A,politica;ingeniera comercial,N/A
marcela ximena hernando perez,N/A,medica;politica;cirujana,N/A
amelia herrera,N/A,abogada;politica,N/A
silvia horn,N/A,profesora de educacion general basica,ciencia
evelyn matthei,N/A,politica;licenciada en economia,N/A
olga maturana,N/A,politica,N/A
zandra maulen,N/A,politica;veterinaria,N/A
jessica mualim,N/A,administradora publica;politica,N/A
maria eugenia oyarzun iglesias,N/A,periodista;politica;escritora,literatura
adriana penafiel,N/A,profesora;politica,ciencia
virginia maria del carmen reginato bozzo,tia cote,politica,N/A
ramona reyes,N/A,matrona;politica,N/A
macarena carolina molina ripamonti,N/A,licenciada en ciencias juridicas;politica,N/A
rita ester roa rebolledo,la alcaldesa,abogada;politica,N/A
karen rojo,N/A,quimica farmaceutica,N/A
palmira romano,N/A,politica,N/A
carmen romo sepulveda,N/A,profesora,ciencia
macarena santelices,N/A,periodista;politica,periodismo
carolina toha,N/A,politica;politologa,N/A
virginia eugenia troncoso hellman,N/A,politica,N/A
isabel valenzuela,N/A,asistente social;politica,N/A
jacqueline van rysselberghe,N/A,medica;politica,N/A
myriam vecchiola,N/A,politica;empresaria,N/A
ariel cordero,N/A,psicologa clinica;influencer;activista,entretenimiento
german garmendia aranis,hola soy german,youtuber;comediante;cantante;compositor de canciones;escritor,entretenimiento
jose miguel piñera,negro piñera,empresario;cantante;guitarrista,entretenimiento
cristian abarca,canoncito,defensa de futbol,deporte
salvatore abarca,tore,delantero de futbol,deporte
juan pablo abarzua,N/A,mediocampista de futbol,deporte
diego abascal,N/A,mediocampista de futbol,deporte
gonzalo abascal,N/A,defensa de futbol,deporte
joaquin abdala,N/A,mediocampista de futbol,deporte
miguel aceval,N/A,defensa de futbol,deporte
diego acevedo godoy,N/A,mediocampista de futbol,deporte
pedro acevedo,N/A,defensa de futbol,deporte
elvis acuna,N/A,defensa de futbol,deporte
jorge acuna,N/A,volante de futbol,deporte
victor adriazola,N/A,defensa de futbol,deporte
nicolas aedo,N/A,mediocampista de futbol,deporte
jaime aguilar,chico,mediocampista de futbol,deporte
jorge aguilar,N/A,mediocampista de futbol,deporte
daniel aguilera,N/A,defensa de futbol,deporte
jose aguilera tapia,turbo,extremo de futbol,deporte
patricio aguilera,pato,volante de futbol,deporte
teodosio aguirre,cara de bola,delantero de futbol,deporte
axel ahumada,N/A,delantero de futbol,deporte
eric ahumada,N/A,defensa de futbol,deporte
john ahumada,N/A,defensa de futbol,deporte
mario ahumada,N/A,volante de futbol,deporte
luis alamos,zorro,mediocampista de futbol,deporte
armando alarcon,negro;papa frita,mediocampista de futbol,deporte
hugo alarcon,flaquito,mediocampista de futbol,deporte
rony albornoz,N/A,mediocampista de futbol,deporte
juan jose albornoz,N/A,mediocampista de futbol,deporte
mauricio albornoz,traktor;marre.,mediocampista de futbol,deporte
sebastian aldunate,seba;semilla;paquete,defensa de futbol,deporte
juan carlos alegria,N/A,mediocampista de futbol,deporte
luis alegria,N/A,defensa de futbol,deporte
oscar alfaro saavedra,olimpico,interior derecho de futbol,deporte
vildan alfaro,N/A,delantero de futbol,deporte
david allende,N/A,defensa de futbol,deporte
victor alonso,canon,delantero de futbol,deporte
javier altamirano,N/A,mediocampista de futbol,deporte
nicolas altamirano,starboy,mediocampista de futbol,deporte
gino alucema,N/A,defensa de futbol,deporte
anyelo alvarado,el angel de anahuac,mediocampista de futbol,deporte
felipe alvarado,N/A,defensa de futbol,deporte
jorge alvarado,chamorro;tronco;coke.,defensa de futbol,deporte
ricardo alvarez casanova,N/A,volante de futbol,deporte
jose luis alvarez nunez,pele,delantero de futbol,deporte
claudio alvarez,tanque,delantero de futbol,deporte
gonzalo alvarez,el gringo,delantero de futbol,deporte
ivan alvarez,N/A,delantero de futbol,deporte
jorge eduardo alvarez,koke,volante de futbol,deporte
luis hernan alvarez,nano,delantero de futbol,deporte
manuel alvarez jimenez,manolo;omega,lateral;alero de futbol,deporte
marcelo alvarez rivera,papelucho;hijo del viento,delantero de futbol,deporte
javier alvial,N/A,lateral/medio izquierdo;medio defensivo de futbol,deporte
carlos alzamora,alzagol,delantero de futbol,deporte
hernan alzamora,N/A,defensa de futbol,deporte
miguel anabalon,morocha,volante de contencion de futbol,deporte
yonathan andia,cachorro,mediocampista de futbol,deporte
juan pablo andrade,N/A,defensa de futbol,deporte
raul angulo,flaco,defensa de futbol,deporte
harold antinirre,N/A,delantero de futbol,deporte
francisco arancibia silva,N/A,extremo de futbol,deporte
alejandro arancibia,pecho de palo;paloma,extremo derecho de futbol,deporte
claudio arancibia,N/A,defensa de futbol,deporte
eduardo arancibia,pollo,mediocampista de futbol,deporte
francisco arancibia,mimo,volante de futbol,deporte
franz arancibia,otto;hijo del viento,delantero de futbol,deporte
juan aranda,chino;nato,delantero de futbol,deporte
luis araneda jorquera,N/A,delantero de futbol,deporte
esteban aranguiz,N/A,mediocampista de futbol,deporte
phillip araos,N/A,delantero de futbol,deporte
boris aravena,N/A,defensa de futbol,deporte
luis aravena,N/A,mediocampista de futbol,deporte
mario aravena,duende;super mario,mediocampista de futbol,deporte
felipe araya,N/A,delantero de futbol,deporte
juan carlos araya,N/A,mediocampista de futbol,deporte
mario araya,mariogol,delantero de futbol,deporte
renato araya,N/A,delantero de futbol,deporte
agustin arce,N/A,mediocampista de futbol,deporte
bastian arce,N/A,defensa de futbol,deporte
miguel ardiman,N/A,defensa de futbol,deporte
juan pablo arenas nunez,cachorro,volante ofensivo de futbol,deporte
camilo aretxabala,N/A,volante de futbol,deporte
sergio argote,N/A,volante de futbol,deporte
mikel arguinarena,el vasco,delantero de futbol,deporte
diego arias quero,chirihue,delantero de futbol,deporte
jose arias venegas,N/A,puntero izquierdo de futbol,deporte
jose santos arias,tato,volante ofensivo de futbol,deporte
mauricio arias,laucha,defensa de futbol,deporte
joaquin aros,N/A,defensa de futbol,deporte
mauricio aros,N/A,defensa de futbol,deporte
piero arredondo,N/A,defensa de futbol,deporte
oscar arriaza,negro,delantero de futbol,deporte
danilo arrieta,laudrup chileno,delantero de futbol,deporte
francisco arriagada,N/A,mediocampista de futbol,deporte
francisco arrue,pancho;el hombre de acero,volante creativo de futbol,deporte
ivan asenjo,N/A,mediocampista de futbol,deporte
angelo astorga,N/A,portero de futbol,deporte
baltazar astorga,balta,defensa de futbol,deporte
roberto avalos,N/A,mediocampista de futbol,deporte
guillermo avello,N/A,defensa de futbol,deporte
manuel avendano,N/A,defensa de futbol,deporte
ramon avila castro,monchogol;monchito,delantero de futbol,deporte
moises avila,tunguita,mediocampista de futbol,deporte
emerson ayala,chino,defensa de futbol,deporte
miguel angel ayala,N/A,defensa de futbol,deporte
ivan azocar,pocholo,defensa de futbol,deporte
claudio baeza,serrucho,volante de futbol,deporte
jorge baeza,N/A,delantero de futbol,deporte
nicolas baeza,N/A,lateral de futbol,deporte
francisco bahamondes,pancho,defensa de futbol,deporte
freddy bahamondes,el guaton,volante ofensivo de futbol,deporte
jaime bahamondes,N/A,defensa de futbol,deporte
hugo balladares,N/A,defensa de futbol,deporte
juan barrales,N/A,volante de futbol,deporte
sebastian barraza,jako,arquero de futbol,deporte
cristopher barrera,gringo,defensa de futbol,deporte
rodrigo barrera,chamuca;bello antonio,delantero de futbol,deporte
bernardo barria,chueco,delantero de futbol,deporte
jaime barrientos,cancha,mediocampista de futbol,deporte
leonel barrientos,leo,mediocampista de futbol,deporte
sebastian barrientos,N/A,delantero de futbol,deporte
gonzalo barriga,ingeniero,mediocampista de futbol,deporte
augusto barrios,N/A,defensa de futbol,deporte
nicolas barrios,N/A,extremo izquierdo de futbol,deporte
gerardo basaes,polaco,volante de futbol,deporte
cristian basaure,barba,defensa de futbol,deporte
togo bascunan,N/A,defensa de futbol,deporte
hugo bascunan,he-man,defensa de futbol,deporte
marco bautista,N/A,defensa de futbol,deporte
fabian beas,N/A,volante de futbol,deporte
oscar bello,mono,mediocampista de futbol,deporte
matias belmar,toro,delantero de futbol,deporte
victor beltran,chico;mocho,puntero o interior izquierdo de futbol,deporte
fabian benitez,N/A,mediocampista de futbol,deporte
camilo benzi,N/A,delantero de futbol,deporte
hugo berly,N/A,defensa de futbol,deporte
alejandro bernal gutierrez,N/A,delantero de futbol,deporte
vladimir bigorra,flaco,defensa de futbol,deporte
jonathan bilbao,N/A,mediocampista de futbol,deporte
edison bilbao,N/A,mediocampista de futbol,deporte
matias bizama,N/A,mediocampista de futbol,deporte
rodrigo blasco,N/A,defensa de futbol,deporte
matias blazquez,el muro,defensa de futbol,deporte
pablo bolados,N/A,volante de futbol,deporte
patricio bonhomme,pato;tanque,delantero de futbol,deporte
jonathan bonilla,N/A,volante de futbol,deporte
eduardo bonvallet,el guru gurubombacara de vieja,volante defensivo de futbol,deporte
jean pierre bonvallet,N/A,mediocampista de futbol,deporte
diego borquez,N/A,mediocampista de futbol,deporte
gabriela borquez,la arana,arquera de futbol,deporte
francisco bozan,peppancho pep bozan,defensa de futbol,deporte
manuel bravo,manu,lateral izquierdo de futbol,deporte
cesar bravo castillo,N/A,defensa de futbol,deporte
diego bravo,N/A,mediocampista de futbol,deporte
hugo bravo,N/A,mediocampista de futbol,deporte
jaime bravo lopez,cambro,delantero de futbol,deporte
daniel briceno jalabert,abuelo,volante de futbol,deporte
mario briceno,mario pipeno;pantera,extremo de futbol,deporte
felipe brito,N/A,delantero de futbol,deporte
leonidas burgos,pocho,delantero de futbol,deporte
humberto bustamante,busta,defensa de futbol,deporte
christian bustamante,N/A,delantero de futbol,deporte
jean bustamante,N/A,volante de futbol,deporte
angel bustos,N/A,mediocampista de futbol,deporte
javier bustos,plaplo,delantero de futbol,deporte
ramses bustos,N/A,delantero de futbol,deporte
hector cabello,kunta,mediocampista de futbol,deporte
luis cabezas chavarria,N/A,delantero de futbol,deporte
luciano cabral,N/A,mediocampista de futbol,deporte
angel cabrera figueroa,N/A,arquero de futbol,deporte
enzo cabrera,N/A,mediocampista de futbol,deporte
jorge cabrera silva,el mago de la zurda,delantero de futbol,deporte
luis cabrera figueroa,N/A,mediocampista de futbol,deporte
sebastian cabrera,N/A,lateral izquierdo;volante izquierdo;extremo izquierdo de futbol,deporte
victor cabrera,pititore;piti,delantero de futbol,deporte
mario caceres,petrolero,delantero de futbol,deporte
roberto caceres,huaso,defensa de futbol,deporte
henry calderon,apache,volante de futbol,deporte
alfredo calderon rosales,flaco;calderon;el gol;komparito;deo,delantero de futbol,deporte
anibal calderon,N/A,mediocampista de futbol,deporte
claudio calderon,caldera,defensa de futbol,deporte
francisco calisto,N/A,defensa de futbol,deporte
eddie campodonico,N/A,defensa de futbol,deporte
bernardo campos araniba,negro;berni,delantero de futbol,deporte
fernando campos quiroz,negro,delantero de futbol,deporte
piero campos,N/A,volante de futbol,deporte
jovanny campusano,chucky;waton jovany,mediocampista de futbol,deporte
jorge canales,chino;mago canales;koke;piolin,volante de futbol,deporte
victor cancino,N/A,mediocampista de futbol,deporte
manuel canelo,N/A,defensa de futbol,deporte
francisco canete ramirez,N/A,defensa de futbol,deporte
ivan canetefutbolista chileno),N/A,defensa de futbol,deporte
franchesca caniguan,chesca;la perla del maule.,delantera de futbol,deporte
cristian canio,N/A,delantero de futbol,deporte
jonathan cantillana,N/A,mediocampista de futbol,deporte
jose cantillana,el tigre,defensa de futbol,deporte
damaris nicole abarca gonzalez,N/A,ajedrecista,deporte
macarena andrea cabrillana sanhueza,maca cabrillana,deportista;tenista,deporte
cecilia castro salvadores,N/A,estudiante de derecho de la universidad de chile,deporte
carolina godoy,N/A,remadora,deporte
javiera gomez,N/A,ajedrecista,deporte
antonia illanes,N/A,abogada;politica,politica
erika olivera,N/A,maratonista;atleta;politica,deporte
alexandra benado vergara,N/A,futbolista;profesora;politica,deporte
catalina carrillo,N/A,futbolista,deporte
antonia saelzer,N/A,ciclista;disenador industrial,arte
ricardo acuna,chileno volador,tenista,deporte
jorge aguilar,manimal;pitbull;zorro,tenista,deporte
luis ayala,lucho ayala,tenista,deporte
kael becerra,N/A,atleta;ingeniero industrial,deporte
paul capdeville,pulpo paul;capdebil;torbellino chileno,deporte,N/A
alvaro fillol,N/A,tenista,deporte
jaime fillol,ryan o'neal del tenis,tenista,deporte
bernardo garcia wilson,N/A,jugador de rugby union,deporte
fernando gonzalez,bombardero de la reina;mano de piedra;fer;fena;el canonero,deporte,N/A
benjamin grez,N/A,regatista,deporte
nicolas jarry,N/A,tenista,deporte
sebastian keitel,el blanco mas rapido del mundo,atleta,deporte
gonzalo lama,el leon lal,deporte,N/A
anita lizana,la ratita;senorita,deporte,N/A
cristian mackenna,N/A,piloto de carreras;piloto de automovilismo,deporte
raimundo martinez,N/A,jugador de rugby union,deporte
omar pabst,N/A,tenista,deporte
julio peralta,big julius;reves magico,tenista,deporte
hans podlipnik,h-pod;mellizo;polaco,tenista,deporte
belus prajoux,N/A,tenista,deporte
pedro rebolledo,puma,tenista,deporte
marcelo rios,el chino rios;grande giocatore;el zurdo de vitacura;el irreverente del tenis,tenista,deporte
patricio rodriguez,pato,tenista,deporte
